George Pickens,PIT,WR,15,97,56,1016,18.1,5,189.1,12.61,3.26
Rashee Rice,KC,WR,15,96,74,811,11,7,194.8,12.99,2.6
Jordan Addison,MIN,WR,15,95,63,826,13.1,9,199.8,13.32,3.12
Tyler Boyd,CIN,WR,15,94,64,634,9.9,2,139.5,9.3,2.11
Brandon Aiyuk,SF,WR,14,93,65,1203,18.5,6,219.3,15.66,3.37
Trey McBride,ARI,TE,15,93,72,743,10.3,2,158.3,10.55,2.2
Josh Downs,IND,WR,15,93,63,670,10.6,2,142,9.47,2.25
Nico Collins,HOU,WR,13,92,64,1022,16,7,208.2,16.02,3.25
Jakobi Meyers,LV,WR,14,91,62,690,11.1,7,185.4,13.24,2.85
Jake Ferguson,DAL,TE,15,90,61,659,10.8,5,156.9,10.46,2.57
Drake London,ATL,WR,14,90,61,808,13.2,2,154.7,11.05,2.54
Romeo Doubs,GB,WR,15,89,56,646,11.5,8,168.6,11.24,3.01
Cooper Kupp,LA,WR,11,89,55,710,12.9,4,149.7,13.61,2.67
Cole Kmet,CHI,TE,14,87,70,678,9.7,6,174,12.43,2.38
George Kittle,SF,TE,15,86,62,991,16,6,197.3,13.15,3.13
Courtland Sutton,DEN,WR,15,86,58,770,13.3,10,189,12.6,3.26
JACon Smith-Njigba,SEA,WR,15,86,59,602,10.2,3,137.2,9.15,2.33
Alvin Kamara,NO,RB,12,85,73,462,6.3,1,220.1,18.34,0.91
